feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
1.0,-0.4917516509352014,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.2581389833276445,1.5792128155073915,0.7674347291529088,3.0,1.008685623284699,0.07796566339459332,-0.46572975357025687,0.24196227156603412,-2.2711364376403864,6.0,-0.05664147688699439,1.0,0.3142473325952739,0.0,-2.3251290989333,0
2.0,-0.3393288628415824,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,0.5287704078165205,-1.1509935774223028,0.37569801834567196,4.0,-0.4009934035414876,0.18209573416135016,1.8522781845089378,-0.013497224737933914,-0.6359581780493326,2.0,-0.8191468697024866,0.0,-1.9596701238797756,4.0,-0.005736922356125551,0
2.0,0.7662928740395779,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-1.250165887681458,-0.4606387709597875,1.0571222262189157,3.0,-1.140247659059856,-0.3086482306757896,-0.38508228041631654,-0.6769220003059587,0.1540363032247839,3.0,0.49878952416284106,1.0,-0.3092123758512146,3.0,1.382145235565943,0
3.0,-1.0189371219667693,-1.1063349740060282,-1.1962066240806708,0.812525822394198,1.3014726707043374,-0.07201012158033385,1.0035328978920242,0.0,-0.4187314711668466,0.6657931567659472,1.5380365664659692,-0.03582603910995153,0.899013585684354,3.0,0.912691549038791,0.0,-0.29900735046586785,4.0,-1.7670575061901304,1
1.0,0.4223627923556412,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.7236126664517943,0.9154021177020741,0.32875110965968446,3.0,0.40471084442682437,0.48392129888940894,0.9686449905328892,-0.7020530938773524,-0.8551025266464596,4.0,-1.1754174488715354,1.0,0.26105527217988933,0.0,0.3143206081656981,0
1.0,-0.5646615897192971,-0.3427145165267695,-0.8022772692216189,-0.16128571166600914,0.694116445930433,1.8861859012105302,0.17457781283183896,2.0,0.014073585855798917,-2.2599576801638808,-0.026513875449216878,0.06023020994102644,2.049270137336824,0.0,0.3475280634628722,0.0,-1.168678037619532,1.0,1.0658675890129836,0
1.0,-1.6069271417993494,1.4027943109360992,-1.4018510627922809,0.5868570938002703,1.7567929568765517,-0.9905363251306883,-0.5662977296027719,4.0,-0.30218795739354776,-1.1797184375843655,0.06856297480602733,-1.0623037137261049,0.8679987251656216,0.0,2.1655461665078373,0.0,-0.3220615162056756,1.0,-1.2252529345973096,0
1.0,0.6170193138570994,-1.6074832345612275,0.1846338585323042,0.2598827942484235,0.6738707198393444,-1.236950710878082,-1.3204566130842763,4.0,0.36535436228044404,0.4384587296141783,0.34644820949697586,-0.6800247215784908,0.5106529985236511,5.0,-1.410399358839259,1.0,0.4738329209117875,1.0,-0.6637576839275248,0
3.0,1.348170877423685,1.158595579007404,-0.8206823183517105,0.9633761292443218,0.35094028347915607,0.82206015999449,1.8967929826539474,0.0,0.11677567009061773,-0.3435169179715988,-0.8158102849654383,-0.07710170941410412,-0.11647654929092055,0.0,1.0792662044052763,1.0,1.4535340771573169,1.0,3.4125935572639228,1
1.0,-0.5991125074281718,-1.0708924980611123,0.4824724152431853,-0.22346278532585084,0.84128287111868,0.47323762457354485,-0.07282891265687277,2.0,-1.5897308202380078,-1.5597211913446272,0.8563987943234723,0.21409374413020396,-1.5823180630449292,4.0,0.08085985075494473,2.0,0.1537251059455279,3.0,-1.8713616497051766,0
3.0,1.0349530612215065,1.083051243175277,1.053802052034903,-1.377669367957091,-1.4884670285696109,0.5150352672086598,0.5137859509122088,0.0,3.1615293201423835,0.7164762905011675,1.135565640180599,0.9540017634932023,1.5362243927327301,4.0,-0.11009207759476047,2.0,-0.23681860674000887,0.0,1.2371772316241456,1
3.0,-2.387171158486918,0.6862601903745136,-1.6127158711896519,-0.4719318657894335,1.2409633949168,0.06428001909546277,-1.0777447779293061,0.0,0.8358752219171663,-0.3232433300137784,0.21645858958197486,0.04557183990381377,-0.24242889243344923,4.0,0.053805759928609476,2.0,0.18645431476942764,0.0,0.4690182795487382,1
2.0,0.029150873919411457,0.5049872789804571,0.8657551941701215,-1.2002964070557762,-0.6008400367916884,-0.4749453111609562,-0.6533292325737119,0.0,0.25925261218223494,-0.7374595606654222,0.9178619470547761,2.1221561970126332,0.3271193549372826,6.0,-0.746476790431203,2.0,-0.7076694656187807,0.0,0.41192665117491145,1
1.0,1.0692350655007758,-3.2412673400690726,-1.0243876413342898,-0.2525681513931603,-0.9906649709296833,1.6324113039316352,-1.4301413779606327,3.0,-0.5405799632272639,1.8444245970986284,-1.4358621511794394,1.1631637521549596,0.6734981399527941,2.0,0.4737307743520513,1.0,-0.6002168771587947,4.0,-0.6517234483824926,0
2.0,0.5435905180771164,1.586016816145352,-1.237815498826849,2.1330333746562666,-2.1509990317794525,-0.15178509503558324,0.5883172064845762,1.0,-0.29050709264570385,-0.8115373101356298,-0.4930009346588331,-0.5893647569442118,1.9777860265949567,0.0,-1.1434527595201986,2.0,0.30729952087660933,1.0,0.6364826515610669,1
3.0,-0.5349882826220171,0.7472936051232618,0.6103702654334648,-0.020901593964148132,0.7437690222113826,1.277664895788425,-0.5915713888358299,3.0,-2.006025382608501,0.49584094677487556,1.0987768519871903,0.8254163489880298,0.800597809934474,1.0,-0.23204414713254345,0.0,-0.31026675659345604,2.0,-0.8155356793641273,0
0.0,0.600717261682251,-0.8182206832334725,2.0923872756854602,-1.006017381499702,-2.018842500751524,1.1581108735000678,0.7916626939629359,2.0,0.7725898374652442,0.36054482826697526,-0.8972543714858315,0.07580455819372633,-0.8287653596535396,5.0,-0.34504185810646826,1.0,-0.32138584165299344,0.0,-1.0061359234746283,1
0.0,0.1890165344200992,0.24496657110872277,-0.5069431753711298,-0.4710383056183228,0.5037384798290461,-1.4480843414973241,-1.4074637743765552,0.0,-1.398078037213021,0.32033914949385695,1.475356216949552,0.8576596232020194,-0.37324317855548056,2.0,-1.4423044627896884,0.0,-0.2886586389201379,4.0,-0.359983546524986,1
1.0,1.1430294709964601,-0.1087601484568576,0.40171172209894146,0.6901439917111125,-0.24472460060679707,0.22409248181041677,0.01259240078179486,0.0,-0.7704313578265376,0.04250091954048736,0.4979982912454495,1.4511436077950417,0.80414057458404,5.0,-1.0506259073661475,2.0,0.18334200573835174,3.0,-0.13778008098798378,1
0.0,-0.577475062128026,-2.123895724309807,-0.525755021680761,-0.759132661553698,0.3809063264526592,0.34175597577715944,1.8761708392158862,1.0,-0.3001591402745987,-0.016547359796480032,0.4919191715065057,-1.3202332070206422,2.215655978122926,5.0,-0.1826981759481462,2.0,1.3538723741654133,1.0,0.685204532301584,1
2.0,0.21448157011264546,0.005243699718183166,0.046980593764742055,-0.45006547147924364,1.1494321786240227,-1.0676204293825944,-0.1423794850212935,4.0,0.8804985373756946,1.067774078391501,-1.124642091837869,-1.5341141707356223,0.961307474461164,2.0,0.07599393231930018,2.0,0.11567463429285867,4.0,0.23428863436694058,0
0.0,1.7301420014667188,-0.2489641484790735,0.9715709509543554,0.6453759495851475,0.46969635454413783,-0.9649234605801045,0.6860514599984393,0.0,-1.3545028319121353,-1.105437489468862,-2.0392321777601006,-0.26940683444455765,1.1001636495689908,4.0,0.17826150258585924,1.0,-1.3801014582148914,2.0,-0.31725813001819353,1
0.0,0.5778238396331796,-2.0674421000398766,-0.08912003951278841,-1.3044695005048532,1.7529433597185746,0.36659824609684827,-0.9398797863273552,3.0,-1.5865428788394198,-0.4875790830865331,0.9551423205012383,-0.9857260463355437,0.5043042306858659,4.0,-0.7270569600877513,0.0,-1.035242322419374,2.0,-0.9468223246220846,0
3.0,1.4633572672791941,-0.6997255079925854,0.21397991073422196,-0.11232804969082963,0.0385062423281593,0.6141667000434252,0.7575077100473051,0.0,-0.480940926357108,-0.38840368112407925,-2.301921164735585,-1.515191062198552,1.0719954525412412,2.0,-0.28922475218269633,0.0,0.3112501545435361,3.0,0.670852767915288,1
